Java HotSpot(TM) 64-Bit Server VM (25.161-b12) for windows-amd64 JRE (1.8.0_161-b12), built on Dec 19 2017 17:52:25 by "java_re" with MS VC++ 10.0 (VS2010)
2019-12-20T15:18:20.730+0800: 3.341: [GC (Allocation Failure) [PSYoungGen: 3029K->569K(4608K)] 11279K->8938K(18432K), 0.0014027 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
2019-12-20T15:18:20.782+0800: 3.393: [GC (Allocation Failure) [PSYoungGen: 3129K->593K(5120K)] 11498K->9082K(18944K), 0.0012419 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
2019-12-20T15:18:20.819+0800: 3.430: [GC (Allocation Failure) [PSYoungGen: 4177K->676K(5120K)] 12666K->9296K(18944K), 0.0015554 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
2019-12-20T15:18:20.860+0800: 3.471: [GC (Allocation Failure) [PSYoungGen: 4260K->691K(5120K)] 12880K->9391K(18944K), 0.0015606 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
2019-12-20T15:18:20.903+0800: 3.514: [GC (Allocation Failure) [PSYoungGen: 4275K->544K(5120K)] 12975K->9362K(18944K), 0.0017219 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
2019-12-20T15:18:20.986+0800: 3.597: [GC (Metadata GC Threshold) [PSYoungGen: 3740K->555K(5120K)] 12558K->9501K(18944K), 0.0022218 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
2019-12-20T15:18:20.988+0800: 3.600: [Full GC (Metadata GC Threshold) [PSYoungGen: 555K->0K(5120K)] [ParOldGen: 8946K->8458K(13824K)] 9501K->8458K(18944K), [Metaspace: 20523K->20521K(1067008K)], 0.0661957 secs] [Times: user=0.19 sys=0.02, real=0.07 secs] 
2019-12-20T15:18:21.117+0800: 3.729: [GC (Allocation Failure) [PSYoungGen: 3584K->535K(5120K)] 12042K->8993K(18944K), 0.0011458 secs] [Times: user=0.06 sys=0.00, real=0.00 secs] 
2019-12-20T15:18:21.214+0800: 3.826: [GC (Allocation Failure) [PSYoungGen: 4119K->561K(5120K)] 12577K->9307K(18944K), 0.0013284 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
2019-12-20T15:18:21.331+0800: 3.942: [GC (Allocation Failure) [PSYoungGen: 4145K->445K(5120K)] 12891K->9311K(18944K), 0.0014344 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
2019-12-20T15:18:21.418+0800: 4.029: [GC (Allocation Failure) [PSYoungGen: 4028K->480K(5120K)] 12895K->9530K(18944K), 0.0014879 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
2019-12-20T15:18:21.466+0800: 4.078: [GC (Allocation Failure) [PSYoungGen: 4064K->414K(5120K)] 13114K->9640K(18944K), 0.0021506 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
2019-12-20T15:18:21.526+0800: 4.138: [GC (Allocation Failure) [PSYoungGen: 3998K->384K(5120K)] 13224K->9778K(18944K), 0.0014672 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
2019-12-20T15:18:21.604+0800: 4.216: [GC (Allocation Failure) [PSYoungGen: 3968K->621K(5120K)] 13362K->10168K(18944K), 0.0016079 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
2019-12-20T15:18:21.692+0800: 4.303: [GC (Allocation Failure) [PSYoungGen: 4205K->618K(5632K)] 13752K->10357K(19456K), 0.0017520 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
2019-12-20T15:18:21.797+0800: 4.408: [GC (Allocation Failure) [PSYoungGen: 5226K->772K(5632K)] 14965K->10631K(19456K), 0.0014838 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
2019-12-20T15:18:21.885+0800: 4.496: [GC (Allocation Failure) [PSYoungGen: 5380K->730K(4608K)] 15239K->10885K(18432K), 0.0023308 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
2019-12-20T15:18:21.949+0800: 4.560: [GC (Allocation Failure) [PSYoungGen: 4314K->482K(5120K)] 14469K->10813K(18944K), 0.0015544 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
2019-12-20T15:18:22.056+0800: 4.668: [GC (Allocation Failure) [PSYoungGen: 4066K->608K(5632K)] 14397K->11139K(19456K), 0.0020614 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
2019-12-20T15:18:22.213+0800: 4.825: [GC (Allocation Failure) [PSYoungGen: 5216K->976K(5632K)] 15747K->11747K(19456K), 0.0022195 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
2019-12-20T15:18:22.308+0800: 4.920: [GC (Allocation Failure) [PSYoungGen: 5584K->690K(4608K)] 16355K->11937K(18432K), 0.0024206 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
2019-12-20T15:18:22.367+0800: 4.979: [GC (Allocation Failure) [PSYoungGen: 4274K->647K(5120K)] 15521K->12295K(18944K), 0.0019494 secs] [Times: user=0.06 sys=0.00, real=0.00 secs] 
2019-12-20T15:18:22.427+0800: 5.039: [GC (Allocation Failure) [PSYoungGen: 4231K->778K(5120K)] 15879K->12649K(18944K), 0.0016130 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
2019-12-20T15:18:22.493+0800: 5.104: [GC (Allocation Failure) [PSYoungGen: 4362K->644K(5120K)] 16233K->12828K(18944K), 0.0026722 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
2019-12-20T15:18:22.514+0800: 5.126: [GC (Allocation Failure) [PSYoungGen: 4224K->160K(4608K)] 16407K->12503K(18432K), 0.0014546 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
2019-12-20T15:18:22.548+0800: 5.159: [GC (Allocation Failure) [PSYoungGen: 3721K->364K(5120K)] 16065K->12748K(18944K), 0.0014439 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
2019-12-20T15:18:22.622+0800: 5.234: [GC (Allocation Failure) [PSYoungGen: 3944K->640K(5632K)] 16328K->13166K(19456K), 0.0023224 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
2019-12-20T15:18:22.720+0800: 5.331: [GC (Allocation Failure) [PSYoungGen: 4736K->608K(5120K)] 17262K->13369K(18944K), 0.0020003 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
2019-12-20T15:18:22.899+0800: 5.510: [GC (Allocation Failure) [PSYoungGen: 4704K->547K(5632K)] 17465K->13636K(19456K), 0.0030552 secs] [Times: user=0.06 sys=0.00, real=0.00 secs] 
2019-12-20T15:18:23.018+0800: 5.629: [GC (Allocation Failure) [PSYoungGen: 5155K->993K(5632K)] 18244K->14410K(19456K), 0.0026956 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
2019-12-20T15:18:23.021+0800: 5.632: [Full GC (Ergonomics) [PSYoungGen: 993K->0K(5632K)] [ParOldGen: 13417K->9975K(13824K)] 14410K->9975K(19456K), [Metaspace: 27640K->27640K(1075200K)], 0.0724606 secs] [Times: user=0.27 sys=0.00, real=0.07 secs] 
2019-12-20T15:18:23.161+0800: 5.773: [GC (Allocation Failure) [PSYoungGen: 4608K->817K(4608K)] 14583K->10800K(18432K), 0.0020411 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
2019-12-20T15:18:23.253+0800: 5.865: [GC (Allocation Failure) [PSYoungGen: 4401K->745K(5120K)] 14384K->10737K(18944K), 0.0019404 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
2019-12-20T15:18:23.761+0800: 6.373: [GC (Allocation Failure) [PSYoungGen: 4329K->992K(5120K)] 14321K->10991K(18944K), 0.0029455 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
2019-12-20T15:18:23.872+0800: 6.483: [GC (Allocation Failure) [PSYoungGen: 4576K->1152K(5120K)] 14575K->11159K(18944K), 0.0029157 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
